,train_len,test_len,rec_len,hit,precision,recall,f1_score
149,42,16,20,2,0.1,0.125,0.111111111
210,104,34,20,3,0.15,0.088235294,0.111111111
263,158,52,20,4,0.2,0.076923077,0.111111111
352,224,70,20,5,0.25,0.071428571,0.111111111
421,28,9,20,0,0,0,error
437,88,34,20,3,0.15,0.088235294,0.111111111
562,179,52,20,4,0.2,0.076923077,0.111111111
246,151,53,20,4,0.2,0.075471698,0.109589041
465,80,35,20,3,0.15,0.085714286,0.109090909
571,77,35,20,3,0.15,0.085714286,0.109090909
534,374,146,20,9,0.45,0.061643836,0.108433735
342,49,17,20,2,0.1,0.117647059,0.108108108
553,66,17,20,2,0.1,0.117647059,0.108108108
307,734,241,20,14,0.7,0.058091286,0.107279693
431,17,3,20,0,0,0,error
317,134,55,20,4,0.2,0.072727273,0.106666667
103,283,94,20,6,0.3,0.063829787,0.105263158
213,66,18,20,2,0.1,0.111111111,0.105263158
310,46,18,20,2,0.1,0.111111111,0.105263158
418,75,18,20,2,0.1,0.111111111,0.105263158
427,66,18,20,2,0.1,0.111111111,0.105263158
484,200,75,20,5,0.25,0.066666667,0.105263158
500,68,18,20,2,0.1,0.111111111,0.105263158
440,28,5,20,0,0,0,error
528,55,18,20,2,0.1,0.111111111,0.105263158
442,12,8,20,0,0,0,error
182,730,247,20,14,0.7,0.056680162,0.104868914
221,236,95,20,6,0.3,0.063157895,0.104347826
298,709,230,20,13,0.65,0.056521739,0.104
605,164,57,20,4,0.2,0.070175439,0.103896104
42,325,115,20,7,0.35,0.060869565,0.103703704
256,136,38,20,3,0.15,0.078947368,0.103448276
449,32,6,20,0,0,0,error
567,289,96,20,6,0.3,0.0625,0.103448276
34,67,19,20,2,0.1,0.105263158,0.102564103
344,50,19,20,2,0.1,0.105263158,0.102564103
305,501,176,20,10,0.5,0.056818182,0.102040816
420,102,39,20,3,0.15,0.076923077,0.101694915
156,318,80,20,5,0.25,0.0625,0.1
503,75,20,20,2,0.1,0.1,0.1
457,37,13,20,0,0,0,error
32,81,21,20,2,0.1,0.095238095,0.097560976
262,36,21,20,2,0.1,0.095238095,0.097560976
68,929,331,20,17,0.85,0.051359517,0.096866097
288,778,277,20,14,0.7,0.050541516,0.094276094
594,167,65,20,4,0.2,0.061538462,0.094117647
309,80,23,20,2,0.1,0.086956522,0.093023256
495,199,66,20,4,0.2,0.060606061,0.093023256
554,66,23,20,2,0.1,0.086956522,0.093023256
260,107,45,20,3,0.15,0.066666667,0.092307692
467,17,5,20,0,0,0,error
555,446,132,20,7,0.35,0.053030303,0.092105263
390,57,24,20,2,0.1,0.083333333,0.090909091
460,58,24,20,2,0.1,0.083333333,0.090909091
535,28,2,20,1,0.05,0.5,0.090909091
606,822,293,20,14,0.7,0.04778157,0.089456869
473,27,10,20,0,0,0,error
268,104,25,20,2,0.1,0.08,0.088888889
306,87,25,20,2,0.1,0.08,0.088888889
73,162,48,20,3,0.15,0.0625,0.088235294
84,222,71,20,4,0.2,0.056338028,0.087912088
478,14,8,20,0,0,0,error
479,135,46,20,0,0,0,error
83,92,26,20,2,0.1,0.076923077,0.086956522
481,23,8,20,0,0,0,error
482,103,25,20,0,0,0,error
214,19,3,20,1,0.05,0.333333333,0.086956522
251,20,3,20,1,0.05,0.333333333,0.086956522
104,200,73,20,4,0.2,0.054794521,0.086021505
50,236,74,20,4,0.2,0.054054054,0.085106383
35,19,4,20,1,0.05,0.25,0.083333333
61,35,4,20,1,0.05,0.25,0.083333333
150,22,4,20,1,0.05,0.25,0.083333333
157,17,4,20,1,0.05,0.25,0.083333333
195,135,52,20,3,0.15,0.057692308,0.083333333
205,23,4,20,1,0.05,0.25,0.083333333
236,26,4,20,1,0.05,0.25,0.083333333
461,23,4,20,1,0.05,0.25,0.083333333
74,124,53,20,3,0.15,0.056603774,0.082191781
201,81,29,20,2,0.1,0.068965517,0.081632653
422,64,29,20,2,0.1,0.068965517,0.081632653
127,17,5,20,1,0.05,0.2,0.08
499,19,8,20,0,0,0,error
333,20,5,20,1,0.05,0.2,0.08
388,24,5,20,1,0.05,0.2,0.08
502,21,14,20,0,0,0,error
397,18,5,20,1,0.05,0.2,0.08
454,40,5,20,1,0.05,0.2,0.08
610,968,334,20,14,0.7,0.041916168,0.079096045
64,385,132,20,6,0.3,0.045454545,0.078947368
294,328,109,20,5,0.25,0.04587156,0.07751938
508,16,8,20,0,0,0,error
48,27,6,20,1,0.05,0.166666667,0.076923077
510,80,28,20,0,0,0,error
228,19,6,20,1,0.05,0.166666667,0.076923077
271,37,6,20,1,0.05,0.166666667,0.076923077
424,106,32,20,2,0.1,0.0625,0.076923077
405,87,33,20,2,0.1,0.060606061,0.075471698
163,16,7,20,1,0.05,0.142857143,0.074074074
516,22,4,20,0,0,0,error
172,19,7,20,1,0.05,0.142857143,0.074074074
518,20,4,20,0,0,0,error
519,21,5,20,0,0,0,error
272,24,7,20,1,0.05,0.142857143,0.074074074
289,17,7,20,1,0.05,0.142857143,0.074074074
299,16,7,20,1,0.05,0.142857143,0.074074074
402,41,7,20,1,0.05,0.142857143,0.074074074
408,107,34,20,2,0.1,0.058823529,0.074074074
432,199,61,20,3,0.15,0.049180328,0.074074074
526,46,12,20,0,0,0,error
60,14,8,20,1,0.05,0.125,0.071428571
65,26,8,20,1,0.05,0.125,0.071428571
113,114,36,20,2,0.1,0.055555556,0.071428571
154,26,8,20,1,0.05,0.125,0.071428571
531,18,4,20,0,0,0,error
161,31,8,20,1,0.05,0.125,0.071428571
196,24,8,20,1,0.05,0.125,0.071428571
285,28,8,20,1,0.05,0.125,0.071428571
548,18,8,20,1,0.05,0.125,0.071428571
603,711,232,20,9,0.45,0.038793103,0.071428571
600,583,180,20,7,0.35,0.038888889,0.07
538,27,10,20,0,0,0,error
311,19,9,20,1,0.05,0.111111111,0.068965517
111,490,156,20,6,0.3,0.038461538,0.068181818
2,19,10,20,1,0.05,0.1,0.066666667
44,38,10,20,1,0.05,0.1,0.066666667
55,15,10,20,1,0.05,0.1,0.066666667
544,15,7,20,0,0,0,error
545,19,4,20,0,0,0,error
546,44,20,20,0,0,0,error
547,14,7,20,0,0,0,error
264,46,10,20,1,0.05,0.1,0.066666667
416,41,10,20,1,0.05,0.1,0.066666667
552,148,40,20,2,0.1,0.05,0.066666667
10,99,41,20,2,0.1,0.048780488,0.06557377
382,219,72,20,3,0.15,0.041666667,0.065217391
387,801,226,20,8,0.4,0.03539823,0.06504065
238,33,11,20,1,0.05,0.090909091,0.064516129
283,24,11,20,1,0.05,0.090909091,0.064516129
316,42,11,20,1,0.05,0.090909091,0.064516129
410,125,42,20,2,0.1,0.047619048,0.064516129
558,41,15,20,0,0,0,error
463,22,11,20,1,0.05,0.090909091,0.064516129
533,27,11,20,1,0.05,0.090909091,0.064516129
9,34,12,20,1,0.05,0.083333333,0.0625
252,26,12,20,1,0.05,0.083333333,0.0625
563,169,44,20,0,0,0,error
276,29,12,20,1,0.05,0.083333333,0.0625
371,29,12,20,1,0.05,0.083333333,0.0625
398,34,12,20,1,0.05,0.083333333,0.0625
430,46,12,20,1,0.05,0.083333333,0.0625
568,18,5,20,0,0,0,error
450,39,12,20,1,0.05,0.083333333,0.0625
501,33,12,20,1,0.05,0.083333333,0.0625
537,35,12,20,1,0.05,0.083333333,0.0625
587,121,44,20,2,0.1,0.045454545,0.0625
290,189,78,20,3,0.15,0.038461538,0.06122449
358,28,13,20,1,0.05,0.076923077,0.060606061
575,27,9,20,0,0,0,error
576,13,7,20,0,0,0,error
401,59,13,20,1,0.05,0.076923077,0.060606061
578,19,8,20,0,0,0,error
591,41,13,20,1,0.05,0.076923077,0.060606061
